Order Date,Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
11/25/2014,Standard Class,Corporate,Arlington,Texas,Central,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624
4/28/2016,Standard Class,Corporate,Los Angeles,California,West,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2.598
4/26/2014,Standard Class,Corporate,Los Angeles,California,West,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
5/15/2017,Standard Class,Consumer,Seattle,Washington,West,Furnishings,24-Hour Round Wall Clock,39.96,2,0.0,17.1828
5/15/2017,Standard Class,Consumer,Seattle,Washington,West,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,2,0.2,4.2624
5/15/2017,Standard Class,Consumer,Seattle,Washington,West,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,24.858
7/5/2015,Second Class,Corporate,Fayetteville,North Carolina,South,Furnishings,Stackable Trays,4.928,2,0.2,0.7392
6/12/2017,Standard Class,Consumer,New York City,New York,East,Chairs,Safco Contoured Stacking Chairs,858.24,4,0.1,143.04
4/17/2016,Second Class,Home Office,Raleigh,North Carolina,South,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,6.2856
9/7/2014,Second Class,Consumer,Tulsa,Oklahoma,Central,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529
9/7/2014,Second Class,Consumer,Tulsa,Oklahoma,Central,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888
9/26/2016,Standard Class,Corporate,Hesperia,California,West,Bookcases,Bestar Classic Bookcase,424.9575,5,0.15,19.998
9/17/2017,Second Class,Corporate,Provo,Utah,West,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0.0,77.5764
12/24/2015,Standard Class,Corporate,Gilbert,Arizona,West,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.432
5/1/2016,First Class,Consumer,Memphis,Tennessee,South,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071
8/25/2015,Standard Class,Home Office,Los Angeles,California,West,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882
9/9/2014,Second Class,Corporate,Lowell,Massachusetts,East,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.1876
1/22/2016,Standard Class,Corporate,Seattle,Washington,West,Furnishings,"Contract Clock, 14"", Brown",109.9,5,0.0,37.366
10/15/2014,Standard Class,Consumer,Hialeah,Florida,South,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383
3/18/2014,Standard Class,Home Office,Jacksonville,Florida,South,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,2,0.2,8.0766
3/18/2014,Standard Class,Home Office,Jacksonville,Florida,South,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,3,0.2,15.294
1/30/2015,Standard Class,Consumer,Los Angeles,California,West,Furnishings,"Computer Room Manger, 14""",227.36,7,0.0,81.8496
10/9/2017,First Class,Corporate,Lakewood,Ohio,East,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776
12/6/2014,Second Class,Consumer,Houston,Texas,Central,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
11/7/2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Tables,Bevis Rectangular Conference Tables,350.352,4,0.4,-140.1408
2/13/2017,Standard Class,Consumer,Seattle,Washington,West,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0.0,21.506
11/13/2015,Standard Class,Consumer,Newark,Delaware,East,Bookcases,Bestar Classic Bookcase,299.97,3,0.0,56.9943
11/4/2014,Standard Class,Consumer,San Diego,California,West,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292
6/20/2015,Second Class,Corporate,San Francisco,California,West,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0.0,100.4796
5/12/2014,Standard Class,Consumer,Franklin,Massachusetts,East,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104
6/8/2014,Standard Class,Consumer,Seattle,Washington,West,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194
5/26/2014,Standard Class,Consumer,Los Angeles,California,West,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296
3/11/2016,Standard Class,Home Office,Columbus,Georgia,South,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0.0,31.5372
12/10/2017,First Class,Consumer,Fort Lauderdale,Florida,South,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312
7/17/2015,Second Class,Consumer,Bakersfield,California,West,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2,0.15,-13.7976
4/30/2017,Standard Class,Corporate,Pompano Beach,Florida,South,Furnishings,3M Hangers With Command Adhesive,23.68,8,0.2,6.216
9/21/2015,First Class,Home Office,Los Angeles,California,West,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0.0
12/2/2014,Standard Class,Corporate,Corpus Christi,Texas,Central,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803
12/2/2014,Standard Class,Corporate,Corpus Christi,Texas,Central,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976
4/12/2014,Standard Class,Corporate,Redondo Beach,California,West,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147
11/3/2017,Standard Class,Consumer,Las Cruces,New Mexico,West,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0.0,17.3754
9/7/2015,Standard Class,Consumer,El Paso,Texas,Central,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,2,0.3,-2.0364
7/25/2015,Second Class,Consumer,Seattle,Washington,West,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0.0,56.392
7/25/2015,Second Class,Consumer,Seattle,Washington,West,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,2,0.2,28.0784
11/16/2015,Second Class,Home Office,Milwaukee,Wisconsin,Central,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.0878
11/16/2015,Second Class,Home Office,Milwaukee,Wisconsin,Central,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0.0,36.3987
11/16/2015,Second Class,Home Office,Milwaukee,Wisconsin,Central,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1035
9/1/2015,Standard Class,Home Office,Franklin,Massachusetts,East,Chairs,"Global Value Steno Chair, Gray",60.74,1,0.0,15.185
9/1/2015,Standard Class,Home Office,Franklin,Massachusetts,East,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.0,27.3592
5/5/2016,First Class,Consumer,Encinitas,California,West,Tables,Bevis 36 x 72 Conference Tables,298.776,3,0.2,7.4694
9/25/2014,Standard Class,Home Office,Houston,Texas,Central,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,2,0.32,-97.2312
3/14/2014,Standard Class,Home Office,Chesapeake,Virginia,South,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.0,284.98
12/27/2016,Standard Class,Corporate,Woodstock,Illinois,Central,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,8,0.3,-12.0784
4/8/2017,Standard Class,Corporate,Roswell,Georgia,South,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0.0,15.7584
3/19/2016,Second Class,Consumer,Oceanside,New York,East,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.8908
3/19/2016,Second Class,Consumer,Oceanside,New York,East,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0.0,6.9088
8/26/2016,First Class,Corporate,San Diego,California,West,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,0.2,100.196
8/15/2016,Second Class,Consumer,Fayetteville,North Carolina,South,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296
5/19/2017,Standard Class,Consumer,Atlanta,Georgia,South,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0.0,374.6286
6/12/2017,Standard Class,Consumer,Saint Petersburg,Florida,South,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
3/22/2014,Standard Class,Corporate,Tucson,Arizona,West,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646
1/21/2016,Second Class,Consumer,San Diego,California,West,Chairs,Global Super Steno Chair,153.568,2,0.2,-5.7588
1/21/2016,Second Class,Consumer,San Diego,California,West,Chairs,Global Ergonomic Managers Chair,1013.488,7,0.2,76.0116
11/11/2016,Second Class,Consumer,San Francisco,California,West,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0.0,2.2272
10/18/2016,Standard Class,Consumer,Tempe,Arizona,West,Chairs,Global Deluxe Steno Chair,307.92,5,0.2,-34.641
4/29/2014,Second Class,Consumer,Lake Charles,Louisiana,South,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99
10/23/2017,Standard Class,Corporate,Rochester,New York,East,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0.0,29.0136
4/26/2015,Standard Class,Consumer,Houston,Texas,Central,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,0.3,-5.8346
6/27/2016,Standard Class,Corporate,Highland Park,Illinois,Central,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3,0.3,-7.7094
11/23/2016,Same Day,Corporate,Philadelphia,Pennsylvania,East,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512
11/23/2016,Same Day,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7,0.2,12.3284
9/2/2014,First Class,Consumer,Watertown,New York,East,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0.0,4.9497
7/10/2017,Second Class,Consumer,Columbus,Georgia,South,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3,0.0,7.9128
11/18/2017,Standard Class,Home Office,Saginaw,Michigan,Central,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.2992
8/8/2015,Same Day,Consumer,San Francisco,California,West,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588
3/25/2017,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1,0.0,14.5584
3/25/2017,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7,0.0,427.4368
3/25/2017,Standard Class,Corporate,Milwaukee,Wisconsin,Central,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.5867
11/19/2017,Standard Class,Consumer,Los Angeles,California,West,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1,0.0,7.106
11/4/2016,First Class,Consumer,San Francisco,California,West,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,0.0,16.4647
12/14/2017,Standard Class,Home Office,San Diego,California,West,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0.0,11.025
11/12/2017,Same Day,Home Office,Glendale,Arizona,West,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652
11/12/2017,Same Day,Home Office,Glendale,Arizona,West,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2,0.2,-5.6784
6/27/2017,Standard Class,Home Office,Watertown,New York,East,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3,0.1,31.941
12/16/2017,Second Class,Corporate,Oceanside,California,West,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764
12/16/2017,Second Class,Corporate,Oceanside,California,West,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074
12/16/2017,Second Class,Corporate,Oceanside,California,West,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0.0,7.584
12/27/2014,Standard Class,Consumer,Skokie,Illinois,Central,Furnishings,DAX Wood Document Frame,32.952,6,0.6,-19.7712
11/6/2017,Second Class,Consumer,Fayetteville,North Carolina,South,Furnishings,"Executive Impressions 12"" Wall Clock",28.272,2,0.2,6.3612
5/7/2015,Standard Class,Consumer,Allen,Texas,Central,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722
12/4/2017,Same Day,Corporate,Philadelphia,Pennsylvania,East,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7,0.3,-2.6936
1/13/2014,Second Class,Consumer,Mount Pleasant,South Carolina,South,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504
6/12/2015,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2,0.2,4.3296
7/12/2014,Standard Class,Consumer,Seattle,Washington,West,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4,0.2,13.8528
12/6/2014,Second Class,Consumer,Springfield,Oregon,West,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,0.5,-170.8038
5/25/2016,Standard Class,Home Office,Columbus,Georgia,South,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0.0,6.24
6/21/2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,Stacking Trays by OIC,3.984,1,0.2,0.6474
12/5/2016,First Class,Consumer,Murray,Kentucky,South,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098
9/17/2015,Standard Class,Home Office,New York City,New York,East,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,2,0.4,-103.266
8/23/2016,Standard Class,Home Office,Pharr,Texas,Central,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
11/8/2015,Standard Class,Consumer,West Jordan,Utah,West,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.0077
11/17/2017,Standard Class,Consumer,Brownsville,Texas,Central,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,2,0.32,-14.4588
4/22/2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0
12/17/2017,Standard Class,Consumer,Chesapeake,Virginia,South,Chairs,Hon Valutask Swivel Chairs,504.9,5,0.0,80.784
9/21/2015,Standard Class,Corporate,Lincoln Park,Michigan,Central,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0.0,31.0912
11/21/2016,Standard Class,Consumer,Gresham,Oregon,West,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196
6/11/2015,Standard Class,Consumer,Monroe,Louisiana,South,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0.0,10.7892
10/3/2017,Standard Class,Corporate,Pasadena,California,West,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
5/5/2016,Standard Class,Consumer,Chattanooga,Tennessee,South,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344
9/11/2017,Same Day,Home Office,Long Beach,California,West,Chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784
4/2/2017,First Class,Home Office,Columbus,Georgia,South,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006
10/6/2017,Standard Class,Home Office,Meridian,Idaho,West,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,0.0,2.9372
10/19/2017,Second Class,Corporate,San Francisco,California,West,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.0,10.3904
10/19/2017,Second Class,Corporate,San Francisco,California,West,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506
11/17/2014,Standard Class,Corporate,Newark,Delaware,East,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0.0,14.9292
10/3/2015,Standard Class,Consumer,Los Angeles,California,West,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548
7/20/2014,Standard Class,Home Office,Dallas,Texas,Central,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229
7/20/2014,Standard Class,Home Office,Dallas,Texas,Central,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.196
2/9/2017,Standard Class,Consumer,Houston,Texas,Central,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892
3/31/2017,Second Class,Home Office,Henderson,Kentucky,South,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62
4/27/2017,Standard Class,Corporate,Fort Worth,Texas,Central,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096
4/14/2017,Standard Class,Consumer,New York City,New York,East,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882
12/22/2017,Second Class,Corporate,Providence,Rhode Island,East,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0.0,50.8254
8/23/2016,Standard Class,Consumer,Seattle,Washington,West,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,-39.9528
6/11/2015,First Class,Corporate,Lakeland,Florida,South,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637
6/11/2015,First Class,Corporate,Lakeland,Florida,South,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008
12/16/2014,First Class,Home Office,Los Angeles,California,West,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718
12/16/2014,First Class,Home Office,Los Angeles,California,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
8/24/2014,First Class,Corporate,Oceanside,New York,East,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744
11/12/2017,Standard Class,Home Office,Dallas,Texas,Central,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072
9/5/2016,Standard Class,Corporate,Austin,Texas,Central,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843
2/11/2017,Second Class,Corporate,Seattle,Washington,West,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528
12/15/2015,First Class,Consumer,Newark,Ohio,East,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018
8/24/2015,Standard Class,Corporate,New York City,New York,East,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
10/29/2016,First Class,Consumer,Lansing,Michigan,Central,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16
5/28/2016,Standard Class,Corporate,Tallahassee,Florida,South,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392
3/21/2016,Standard Class,Consumer,Chicago,Illinois,Central,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0
9/23/2017,Standard Class,Consumer,Fort Collins,Colorado,West,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784
12/5/2017,Standard Class,Corporate,New York City,New York,East,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726
12/5/2017,Standard Class,Corporate,New York City,New York,East,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908
5/18/2014,Second Class,Consumer,Akron,Ohio,East,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308
11/10/2014,Standard Class,Consumer,San Diego,California,West,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664
11/10/2014,Standard Class,Consumer,San Diego,California,West,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896
9/1/2017,Second Class,Consumer,New York City,New York,East,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,0.0,39.066
1/15/2016,Same Day,Consumer,Fairfield,Connecticut,East,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,-15.5826
11/20/2016,Standard Class,Corporate,Houston,Texas,Central,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333
11/20/2016,Standard Class,Corporate,Houston,Texas,Central,Furnishings,Eldon Wave Desk Accessories,7.068,3,0.6,-2.8272
12/1/2017,Standard Class,Consumer,Grand Prairie,Texas,Central,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176
9/17/2016,Standard Class,Home Office,Seattle,Washington,West,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652
4/17/2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773
12/9/2016,Second Class,Corporate,Franklin,Tennessee,South,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238
2/9/2015,Standard Class,Consumer,Los Angeles,California,West,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941
9/30/2014,Standard Class,Corporate,New York City,New York,East,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816
12/26/2014,Standard Class,Consumer,San Diego,California,West,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136
11/18/2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773
3/20/2016,Second Class,Corporate,Gulfport,Mississippi,South,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0.0,38.038
9/27/2014,Standard Class,Consumer,San Diego,California,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294
12/24/2017,Standard Class,Consumer,Oceanside,New York,East,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,0.1,48.3136
11/10/2017,Second Class,Corporate,Round Rock,Texas,Central,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45
12/20/2014,Standard Class,Consumer,Columbia,Tennessee,South,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
7/23/2015,Standard Class,Home Office,New York City,New York,East,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,0.0,50.2398
12/14/2017,Standard Class,Home Office,Chicago,Illinois,Central,Furnishings,"Master Caster Door Stop, Gray",2.032,1,0.6,-1.3208
8/21/2017,First Class,Consumer,Oakland,California,West,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936
8/21/2017,First Class,Consumer,Oakland,California,West,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
8/27/2016,Second Class,Consumer,Quincy,Massachusetts,East,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967
9/23/2014,Standard Class,Corporate,San Diego,California,West,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176
7/19/2014,Standard Class,Corporate,Bristol,Connecticut,East,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1,0.3,-4.032
6/4/2015,Second Class,Home Office,New York City,New York,East,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952
7/16/2016,Second Class,Corporate,Houston,Texas,Central,Furnishings,Staple-based wall hangings,9.552,3,0.6,-3.8208
1/31/2014,First Class,Consumer,Mission Viejo,California,West,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
11/21/2015,Standard Class,Consumer,Las Vegas,Nevada,West,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684
12/4/2015,Standard Class,Consumer,Hempstead,New York,East,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3,0.0,11.376
12/4/2015,Standard Class,Consumer,Hempstead,New York,East,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.098
12/4/2015,Standard Class,Consumer,Hempstead,New York,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332
11/23/2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,OIC Stacking Trays,24.048,9,0.2,7.2144
12/4/2015,Second Class,Consumer,New York City,New York,East,Chairs,"Global Armless Task Chair, Royal Blue",384.174,7,0.1,29.8802
10/7/2017,Standard Class,Home Office,Charlotte,North Carolina,South,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116
5/4/2015,First Class,Corporate,Tinley Park,Illinois,Central,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152
5/29/2017,Standard Class,Consumer,Houston,Texas,Central,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392
4/23/2014,Standard Class,Home Office,Columbus,Ohio,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
4/23/2014,Standard Class,Home Office,Columbus,Ohio,East,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4,0.2,7.8176
9/6/2015,Standard Class,Home Office,New York City,New York,East,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392
9/24/2015,Standard Class,Home Office,Dubuque,Iowa,Central,Chairs,Hon Olson Stacker Stools,1408.1,10,0.0,394.268
7/3/2017,Second Class,Home Office,Lancaster,Ohio,East,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2,0.4,-103.9882
12/8/2017,First Class,Consumer,Inglewood,California,West,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,0.0,15.468
9/27/2015,First Class,Consumer,Chicago,Illinois,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512
10/30/2017,Same Day,Consumer,Dallas,Texas,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,0.6,-8.5008
10/30/2017,Same Day,Consumer,Dallas,Texas,Central,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2,0.3,-68.1302
9/16/2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,0.2,2.2512
